zzl6r,r1b5/4Q1k1/p2R1p2/1p2p3/4Pp1q/1P1B1p2/P6P/5K2 b - - 3 34,g7h6 d6f6 h4f6 e7f6,1258,77,93,3278,crushing endgame short,https://lichess.org/03EJgjDd/black#68,
zzuD3,r5rk/ppp2p2/1bPp3p/1B6/4P2q/7Q/PP3RP1/R3N2K b - - 2 26,h4f2 h3h6,1414,142,29,39,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/RWXAWcFJ/black#52,
zzuDz,4rb1k/pppb2qQ/3p1pP1/8/2B1P3/2N5/PPP5/2K4R b - - 0 23,g7h7 h1h7,884,83,91,126,mate mateIn1 middlegame oneMove,https://lichess.org/7FU0TvC9/black#46,
zzuFU,r3rk2/p1p2p2/1p2b2p/4PPq1/3pB3/P2Pn2Q/1PP4P/1K1R1R2 b - - 4 22,e6d5 f1g1 g5f4 e4d5,1707,75,88,322,advantage middlegame short,https://lichess.org/9uT8IdPu/black#44,
zzuKS,8/7p/5KpP/8/4k2P/8/8/8 b - - 6 58,e4f4 f6g7 g6g5 h4g5 f4g5 g7h7 g5f6 h7g8,1355,78,98,10593,crushing endgame pawnEndgame veryLong,https://lichess.org/SdmWo43q/black#116,
zzuTJ,r6k/6pp/3p4/q3P3/2BP1P2/1P1Q2P1/1K6/8 w - - 1 38,e5d6 a5a1 b2c2 a8a2,1597,74,83,78,endgame mate mateIn2 short,https://lichess.org/Yht3eu4T#75,
zzuU8,8/2p3pp/5p2/2k5/2Bb1PP1/2K4P/p7/B7 w - - 1 37,c3c2 c5c4 a1d4 c4d4,1883,134,-11,11,bishopEndgame crushing endgame hangingPiece master short,https://lichess.org/6oKHa7z6#73,
zzuVA,6k1/p4p1p/1p1Q2pP/8/1K2r3/5q2/PPP2P1R/8 w - - 11 27,c2c4 a7a5 b4b5 f3f5,1454,80,92,58,crushing endgame short,https://lichess.org/G5FeqdNg#53,
zzubb,6k1/pr3pp1/br2pq1p/2Qp4/8/5N2/P4PPP/R3R1K1 b - - 0 27,f6a1 c5c8 g8h7 c8c2 f7f5 e1a1,1985,77,90,90,advantage long middlegame,https://lichess.org/lFPI9nRb/black#54,
zzuca,r3kb1r/ppp2pp1/2n1p1p1/8/3P2n1/2N1BN1P/PPP2P2/2KR3R b kq - 1 14,f8b4 h3g4 h8h1 d1h1,1691,75,95,10651,advantage hangingPiece middlegame short,https://lichess.org/XAUnLIWW/black#28,Scandinavian_Defense,Scandinavian_Defense_Gubinsky-Melts_Defense
zzugd,8/5ppk/p6p/2q5/8/1Q6/P1P2nPP/1R4K1 w - - 2 27,b1f1 f2h3 g1h1 c5g1 f1g1 h3f2,1293,77,89,1688,doubleCheck endgame long mate mateIn3 sacrifice smotheredMate,https://lichess.org/qOqlMFcl#53,
zzuhe,8/2k5/4p3/pPp1P1p1/2P3P1/K7/8/8 b - - 6 49,c7b6 a3a4 b6b7 a4a5,880,94,68,80,crushing endgame pawnEndgame short zugzwang,https://lichess.org/akjIPxjG/black#98,
zzujJ,8/4Qpk1/7p/5Pp1/1P1Nn1P1/1BP1P2P/3q4/4K3 w - - 7 39,e1f1 d2f2,1399,159,91,54,endgame mate mateIn1 oneMove,https://lichess.org/7TAi2hvF#77,
zzurx,8/8/8/4p1p1/2P4p/4k3/5p2/3K3R w - - 0 54,c4c5 g5g4 c5c6 g4g3 c6c7 g3g2,1666,75,80,182,advancedPawn crushing endgame long quietMove rookEndgame,https://lichess.org/S6WiyHnN#107,
zzuvB,5r1k/1b1nq1pp/p3pr2/Pppp1p2/3P4/1QN1PN1P/1PP2PP1/R3R1K1 w - - 0 18,c3a4 c5c4 b3c3 b5a4,1327,75,97,2440,crushing middlegame short,https://lichess.org/QhRJdgOb#35,Indian_Defense,Indian_Defense_Knights_Variation
zzvDt,1r2r2k/1p4np/p1p3p1/3p4/P7/1QN2P2/BP3PPP/3Rq1K1 w - - 2 31,d1e1 e8e1,625,82,80,105,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/uBgbzGFt#61,
zzvP5,4R3/pp3ppp/3k4/2R5/8/2P5/Pq1B1PPK/8 w - - 1 25,e8e5 b2d2,827,118,91,70,advantage endgame hangingPiece oneMove,https://lichess.org/JbE1yOcY#49,
zzvQE,4r2k/1pqbb1pp/p6r/3Q4/4p3/5NN1/PPP2PPP/R3R1K1 w - - 1 22,g3f5 d7f5 d5f5 e4f3,1847,75,92,883,advantage middlegame short,https://lichess.org/GblAx69x#43,
zzvWa,r1bq1r2/pp3k2/8/1pb3B1/3p3p/3K1B1P/P1P2P2/3Q2R1 b - - 3 24,d8a5 f3h5 f7e6 d1g4 f8f5 d3e4 e6d6 g5f4,2739,103,82,56,crushing exposedKing middlegame pin veryLong,https://lichess.org/zNzqFn55/black#48,
zzvh8,2q5/6kp/pb4pN/1p4p1/3pb3/1P4QP/P5P1/5R1K w - - 4 33,f1f7 g7h6 h3h4 c8c1 h1h2 b6d8 h4g5 c1g5,2200,188,75,5,crushing endgame hangingPiece quietMove veryLong,https://lichess.org/6bjdo4V7#65,
zzvln,8/3k2pp/5p2/3P4/1rn4P/2N3P1/2K2P2/2R5 w - - 15 35,c1b1 c4a3 c2c1 a3b1,1427,193,100,17,crushing endgame fork short,https://lichess.org/DgaotIWV#69,
zzvp8,r5k1/p2q2p1/2pP1r2/5p2/1P3Q2/1Pb1P1R1/2P3PP/5RK1 b - - 2 26,d7d6 f4c4 f6f7 c4c3,1605,75,82,802,advantage fork middlegame short,https://lichess.org/JPYJPQK0/black#52,
zzvu8,rn2k2r/pp2P2p/5p2/5bp1/4P3/2P2NB1/P2N1KPP/q4B1R b kq - 0 13,f5g4 f1b5 g4d7 b5d7 e8e7 h1a1,1757,74,95,4368,advantage exposedKing long middlegame,https://lichess.org/n0ZEh8Qb/black#26,Englund_Gambit,Englund_Gambit_Other_variations
zzw9X,1qr3k1/2rN1pp1/4p2p/1p1pP3/1P6/P3Q2P/5PP1/R1R3K1 b - - 0 25,c7c1 a1c1 c8c1 e3c1,1045,82,91,106,crushing endgame short,https://lichess.org/bCMRdaZq/black#50,
zzwLw,q4r2/6kp/pp2Rbp1/8/3p4/2N5/PP1Q1PPP/6K1 w - - 0 24,c3e4 a8d5 e6d6 d5e4,1722,75,93,3896,crushing endgame short,https://lichess.org/0fqmmrd5#47,
zzwQU,r1qk1r2/pbp1b2Q/2ppP2p/8/3PN3/8/PPP3PP/4RRK1 b - - 0 17,f8f1 e1f1 c8e6 f1f7 c6c5 d4d5 b7d5 h7h8 d8d7 e4f6 e6f6 h8f6 d5f7 f6f7,2650,97,85,112,advantage middlegame pin veryLong,https://lichess.org/AbvmRPWe/black#34,Kings_Gambit,Kings_Gambit_Other_variations
zzwSR,r2qk2r/ppp1bppp/2np1n2/4p2b/4P3/2PP3P/PP2BPPN/RNBQ1RK1 b kq - 2 8,h7h6 e2h5 f6h5 d1h5,718,79,98,1098,crushing opening short,https://lichess.org/mHGXF994/black#16,Philidor_Defense,Philidor_Defense_Other_variations
zzwfC,r3kb1r/pp1n1ppp/2p1pn2/4N1B1/3Pb3/2N5/PP2BPPP/2R2RK1 b kq - 7 12,f8d6 e5d7 e8d7 g5f6,1625,78,84,43,advantage middlegame short,https://lichess.org/oVs2gkCS/black#24,Scandinavian_Defense,Scandinavian_Defense_Mieses-Kotroc_Variation
zzx4B,8/kp3R2/pNr2p2/P4bp1/K1P5/1P2n1P1/8/8 b - - 2 41,e3f1 f7f8 c6b6 a5b6 a7b6 f8f6 b6c7 f6f5,1796,76,76,278,advantage attraction endgame fork veryLong,https://lichess.org/EbwvtzdD/black#82,
zzx9D,1r4k1/p4ppp/6N1/3p4/q1pP1Q2/1n6/5PPP/4R1K1 b - - 0 28,b8e8 g6e7 g8h8 f4f7 b3d4 e7g6 h7g6 e1e8 a4e8 f7e8,2205,80,90,2678,crushing deflection discoveredAttack endgame veryLong,https://lichess.org/Du3owJDK/black#56,
zzxAC,3b4/1p3ppp/8/1N1k4/1n3B2/1P6/P4PPP/6K1 w - - 3 23,b5d6 d8c7 d6b7 c7f4,1468,74,93,1121,advantage endgame master short,https://lichess.org/5m5y1Ph1#45,
zzxIH,5rk1/5p2/b3pPp1/3pP1Pp/1Q1P1B1P/1R5K/P1q5/8 w - - 1 39,b4f8 g8f8 b3b8 a6c8,964,89,95,679,crushing endgame hangingPiece short,https://lichess.org/CHQGtvOo#77,
zzxKq,8/8/3k3p/1K1n1P2/1P1P4/6p1/3B4/8 w - - 0 48,f5f6 g3g2 f6f7 d6e7,2028,73,93,7521,advancedPawn crushing endgame short,https://lichess.org/uIgZrVe5#95,
zzxQS,2R2q2/3nk1r1/p1Br1p2/1p2p3/1P3Pn1/4R2Q/P5PP/6K1 w - - 14 41,c8f8 d6d1 e3e1 d1e1,1116,74,97,1900,mate mateIn2 middlegame short,https://lichess.org/ShKqxS2C#81,
zzxTC,6r1/q3kp2/2p2p2/1p2pP2/1P2Pb2/p1P2R2/P1N1Q2r/5K1R w - - 0 35,h1h2 a7g1,1315,79,91,492,master mate mateIn1 middlegame oneMove,https://lichess.org/rp5LL2lj#69,
zzxWq,r2r2k1/1bp1qppp/p2p1n2/1p6/3QP3/1B3P2/PPP3PP/R1B2RK1 w - - 1 14,c1g5 c7c5 g5f6 g7f6 d4f2 c5c4,1877,74,93,1502,advantage long middlegame,https://lichess.org/qZzYa7ct#27,Four_Knights_Game,Four_Knights_Game_Spanish_Variation
zzxkJ,3r2k1/ppp2p1p/7p/4p1b1/PPN1P3/2Pr3P/5PP1/R2R2K1 w - - 0 23,c4e5 d3d1 a1d1 d8d1,1103,137,41,10,crushing endgame kingsideAttack short,https://lichess.org/eI8lKvkz#45,
zzxvB,5rk1/R1Q2ppp/5n2/4p3/1pB5/7q/1P3P2/6K1 b - - 1 28,f6g4 c7f7 f8f7 a7a8,1654,74,95,6347,endgame mate mateIn2 pin sacrifice short,https://lichess.org/TR7o2Pr4/black#56,
zzxvC,8/pp2r1k1/2b5/4rp1p/1P2P2K/P1N1R3/2P1R1P1/8 w - - 0 30,h4h5 f5f4 h5g4 f4e3,1403,78,87,134,advantage discoveredAttack endgame short,https://lichess.org/KhlGv2Rz#59,
zzy5j,1k1r3r/ppp5/8/2P2N2/1P6/P2n1P2/6Pp/2R1R2K w - - 1 31,c1d1 d3f2,998,90,93,298,endgame mate mateIn1 oneMove,https://lichess.org/vUxrQp9L#61,
zzy6k,rn4k1/p1p3bp/1p1pq1p1/4p3/8/1PN1B1P1/P1PQ3P/R3KB1b b Q - 0 17,b8c6 f1c4 d6d5 c3d5,1988,79,72,54,advantage middlegame pin short,https://lichess.org/aDC42cY2/black#34,English_Defense,English_Defense_Other_variations
zzyA7,6k1/5pp1/pq2p2p/4Q3/RP6/2Pr3P/3r1PP1/4R1K1 w - - 3 31,e1f1 d2f2 f1f2 d3d1 g1h2 b6f2,1651,75,67,84,advantage deflection endgame long sacrifice,https://lichess.org/xc9eGVoB#61,
zzyHD,1k4rr/p1p1b2p/1p6/3p4/1P1QnB2/N1P4q/P4PP1/3RR1K1 w - - 0 19,g2g3 e4g3 f4c7 b8c8 c7g3 g8g3 f2g3 h3g3 g1f1 h8f8 f1e2 e7g5 d1d3 f8e8 e2d1 e8e1 d1c2 g3g2 c2b3 e1a1,2169,201,69,27,crushing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/j0Xjv5KH#37,
zzyNM,8/8/3k4/3pR3/1K1Pp3/2P5/8/4r3 w - - 4 42,b4b5 e4e3 c3c4 e3e2 e5d5 d6c7,2471,94,88,197,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/m6yIUDrj#83,
zzyUV,8/p5pp/1p4k1/2p5/2K4P/1P1N2P1/P1P1b3/8 b - - 7 39,e2d3 c2d3 g6f5 c4b5 g7g5 b5a6,2654,183,88,10,crushing endgame long,https://lichess.org/JwfmEg5T/black#78,
zzya7,4rk2/ppp3p1/2bpqp2/4b2Q/8/2N5/PPP2PPP/R3R1K1 w - - 0 20,f2f4 e5d4 g1f1 e6c4,1696,76,92,861,advantage middlegame short,https://lichess.org/2yA2jTei#39,
zzycH,6k1/6p1/7p/3pPp2/3P4/1p6/1R2KPPP/2r5 b - - 3 28,c1c2 b2c2 b3c2 e2d2,972,90,94,278,crushing endgame rookEndgame short,https://lichess.org/34wjTHxO/black#56,
zzyeq,1r3k1r/ppp2p1p/5R2/4p3/P5Q1/3P1PPK/4q3/7R b - - 1 29,e2d3 g4e6 d3g6 e6e5 b8e8 e5c5 e8e7 f6g6 h7g6 h3g2 h8h1 g2h1,2201,82,85,192,advantage endgame pin veryLong,https://lichess.org/WlqQV9xM/black#58,
zzyfI,Qnk4r/1pp2p2/2q4p/3pr1p1/R7/1PP2P1P/1P1N2P1/R5K1 b - - 1 22,h8e8 a8b8 c8d7 b8a7,1488,74,93,1088,advantage middlegame queensideAttack short,https://lichess.org/cyHVtVXr/black#44,
zzymN,r2qkr2/p4p1p/2pp4/4p1p1/Q2Pn1n1/2P2NB1/P4PPP/R3KR2 b Qq - 5 19,e4c3 a4c6 d8d7 c6c3,1360,87,72,34,advantage fork middlegame short,https://lichess.org/4APGjXiC/black#38,French_Defense,French_Defense_Other_variations
zzyrN,8/8/1N6/3p1k2/1p1P1P2/2nK4/8/8 w - - 0 49,d3e3 b4b3 e3d2 b3b2 b6d5 b2b1q,1676,75,99,1053,advancedPawn crushing endgame knightEndgame long promotion,https://lichess.org/jb7LZBGO#97,
zzywe,B3kbnr/p1p2ppp/8/3pp3/3nq3/8/PPPPPP1P/RNBQKR2 w Qk - 1 9,c2c4 d4f3,1503,91,81,2907,mate mateIn1 middlegame oneMove pin smotheredMate,https://lichess.org/h2ObbOBC#17,
zzz2O,3r1rk1/6b1/3R2p1/1p2p2p/1P5P/2B2qP1/1Q3P1K/4R3 w - - 3 30,c3e5 d8d6 e5g7 f3f2 b2f2 f8f2,2000,85,86,33,crushing fork long middlegame,https://lichess.org/UBigL4Vc#59,
zzz6W,1bkr4/p6R/Pp4p1/1Np1q3/2P1p1P1/4Bn2/1P2QPK1/8 b - - 1 32,d8h8 e3f4 e5f4 h7h8,1853,156,100,13,crushing deflection middlegame short,https://lichess.org/jqOr59kg/black#64,
zzz6b,4rrk1/Rpp2pp1/5q1p/3p4/4n3/1PP5/1P1NQPPP/4R1K1 b - - 0 17,e4c3 e2e8 f8e8 e1e8 g8h7 b2c3,1776,89,63,31,crushing kingsideAttack long middlegame,https://lichess.org/2d0uEKKG/black#34,Italian_Game,Italian_Game_Scotch_Gambit
zzzAA,r4rk1/5Rbp/2p3p1/p1q5/2p1N3/P4Q2/1P4PP/5R1K b - - 2 30,c5d5 f7f8 a8f8 f3f8 g7f8 e4f6 g8g7 f6d5,1976,79,77,51,advantage fork middlegame sacrifice veryLong,https://lichess.org/H9Gr825S/black#60,
zzzBa,8/p3qppk/1p2rn1p/2p5/3p4/PP1P1QPP/2PB1P2/2R3K1 b - - 4 30,e6e2 d2e3 e2e3 f2e3,1799,244,100,3,advantage short trappedPiece,https://lichess.org/9Q2St8kL/black#60,
zzzJS,r3kb1r/5ppp/p1n1p3/qN1pP3/3P4/1R3P2/P2B1P1P/3QK1R1 b kq - 0 17,a5a2 b5c7 e8d7 c7a8,853,76,100,136,crushing fork middlegame short,https://lichess.org/aBcnhoi2/black#34,Caro-Kann_Defense,Caro-Kann_Defense_Advance_Variation
zzzKH,q6r/5kb1/p3pn1p/1pn4P/2p2B2/P1N5/1PpQ2P1/R3K2R w KQ - 0 23,d2c2 c5d3 c2d3 c4d3,1706,75,93,1336,crushing fork middlegame short,https://lichess.org/Kite8I8w#45,
zzzLK,rn2k2r/pb3ppp/1p1qpn2/3p4/3P4/2NBPN2/PP3PPP/R2Q1RK1 b kq - 1 10,b8d7 c3b5 d6b8 a1c1 e8g8 b5c7,1784,74,96,3505,crushing long middlegame quietMove,https://lichess.org/sVDZKwQJ/black#20,Slav_Defense,Slav_Defense_Other_variations
zzzOI,8/6p1/8/2pK3p/1k5P/1P4P1/8/8 b - - 0 43,g7g6 d5c6 c5c4 b3c4 b4c4 c6d6,1925,77,92,3671,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/f1RiiSwW/black#86,
zzzRN,4r2k/1NR2Q1p/4P1n1/pp1p4/3P4/4q3/PP4PP/6K1 w - - 0 31,g1h1 e3e1 f7f1 e1f1,830,108,67,31,endgame mate mateIn2 short,https://lichess.org/8OHS8UmY#61,
zzzTs,r2qrk2/pb1n1ppQ/1p2p3/2pP2b1/3P4/3B1NN1/PP3PPP/2R2RK1 b - - 0 16,g5c1 d5d6 d7f6 h7h8,1856,76,87,78,advantage middlegame short,https://lichess.org/8SAGnBjb/black#32,Queens_Gambit_Declined,Queens_Gambit_Declined_Modern_Variation
zzzUZ,r2qk2r/pp2ppbp/2n3pn/1B1pP3/3P4/5b1P/PP1N1PP1/R1BQK2R w KQkq - 0 10,d2f3 d8a5 c1d2 a5b5,1015,84,93,658,advantage fork opening short,https://lichess.org/0YzF6l5X#19,Sicilian_Defense,Sicilian_Defense_Smith-Morra_Gambit
zzzYp,3r1rk1/3pN1pp/nq3pn1/1pp1p1QN/4P3/5P2/2P3PP/3RR2K b - - 1 26,g8h8 e7g6 h7g6 g5g6,1076,77,89,589,crushing kingsideAttack middlegame short,https://lichess.org/Yc8Fdtc0/black#52,
zzzc4,3r3k/p5pp/8/5R2/1BQ1p3/P3q3/Bb4PP/6K1 w - - 0 28,g1f1 d8d1 b4e1 e3e1,979,75,100,115,mate mateIn2 middlegame short,https://lichess.org/jRTmvh6y#55,
zzzco,5Q2/pp3R1P/1kpp4/4p3/2P1P3/3PP2P/Pr2q3/2K5 w - - 3 35,f7f2 b2c2 c1b1 e2d1,1740,74,91,942,endgame mate mateIn2 queensideAttack short,https://lichess.org/hZWTYIAT#69,
zzzhI,r3kb1r/ppp2ppp/2n5/3q3b/3P1B2/5N1P/PPP3P1/RN1Q1RK1 b kq - 0 10,c6d4 f1e1 e8d8 b1c3 d4f3 g2f3,2480,88,82,60,advantage long opening,https://lichess.org/N092KH4f/black#20,Kings_Gambit_Accepted,Kings_Gambit_Accepted_Abbazia_Defense
zzzhg,r2q1rk1/4bppp/p1n1pn2/1p1pN3/2pP2b1/1PP1P3/PBQN1PPP/RB3RK1 b - - 1 12,g4f5 e5c6 f5c2 c6d8 c2b1 d8c6,2203,95,100,34,crushing hangingPiece long middlegame,https://lichess.org/f4w3Ljxp/black#24,Queens_Pawn_Game,Queens_Pawn_Game_Colle_System